id,id_parcela
565,53
566,53
567,53
568,53
569,53
570,53
571,53
572,53
573,53
574,53
575,53
576,53
577,53
578,53
579,53
580,53
581,53
582,53
583,53
584,53
585,53
586,53
587,53
588,53
589,53
590,53
591,53
592,53
593,53
594,53
595,53
596,53
597,53
598,53
599,53
600,53
601,53
602,10
603,10
604,10
605,10
606,10
607,10
608,10
609,10
610,10
611,10
612,10
613,10
614,10
615,10
616,10
617,11
618,11
619,11
620,11
621,11
622,11
623,11
624,11
625,11
626,11
627,11
628,11
629,11
630,11
631,11
632,11
633,11
634,11
635,11
636,11
637,11
638,11
639,11
640,11
641,11
642,11
643,11
644,11
645,11
646,11
647,11
648,11
649,11
650,11
651,11
652,11
653,11
654,11
655,11
656,11
657,11
658,11
659,11
660,11
661,11
662,11
663,11
664,11
665,11
666,12
667,12
668,12
669,12
670,12
671,12
672,12
673,12
674,12
675,12
676,12
677,12
678,12
679,12
680,12
681,12
682,12
683,12
684,12
685,12
686,12
687,12
688,12
689,12
690,12
691,12
692,12
693,12
694,12
695,12
696,12
697,12
698,12
699,12
700,12
701,12
702,12
703,12
704,12
705,12
706,12
707,12
708,12
709,12
710,12
711,12
712,12
713,12
714,12
715,12
716,12
717,12
718,12
719,12
720,12
721,12
722,12
723,12
724,12
725,12
726,12
727,12
728,12
729,12
730,12
731,12
732,12
733,12
734,12
735,12
736,12
737,12
738,12
739,12
740,12
741,12
742,12
743,12
744,12
745,12
746,12
747,12
748,12
749,12
750,54
751,54
752,54
753,54
754,54
755,54
756,54
757,54
758,54
759,54
760,54
761,54
762,54
763,54
764,54
765,54
766,54
767,54
768,54
769,54
770,54
771,54
772,54
773,54
774,54
775,54
776,54
777,54
778,54
779,54
780,54
781,54
782,54
783,54
784,54
785,54
786,54
787,54
788,54
789,54
790,38
791,38
792,38
793,39
794,39
795,39
796,39
797,39
798,39
799,39
800,39
801,39
802,39
803,39
804,39
805,39
806,39
807,39
808,39
809,39
810,39
811,39
812,39
813,39
814,39
815,39
816,39
817,39
818,39
819,39
820,39
821,39
822,39
823,39
824,39
825,39
826,39
827,39
828,39
829,39
830,39
831,39
832,39
833,39
834,39
835,39
836,39
837,39
838,39
839,39
840,39
841,39
842,39
843,39
844,39
845,39
846,39
847,39
848,39
849,39
850,39
851,39
852,39
853,39
854,39
855,39
856,39
857,39
858,39
859,39
860,39
861,39
862,39
863,39
864,39
865,39
866,39
867,39
868,39
869,39
870,39
871,39
872,39
873,39
874,40
875,40
876,40
877,40
878,40
879,40
880,40
881,40
882,40
883,40
884,40
885,40
886,40
887,40
888,40
889,40
890,40
892,40
893,40
894,40
895,40
896,40
897,40
898,40
899,40
900,40
901,40
902,40
903,40
904,40
905,40
906,41
907,41
908,41
909,41
910,41
911,41
912,41
913,41
914,41
915,41
916,41
917,41
918,41
919,41
920,41
921,41
922,41
924,41
925,41
926,41
927,41
928,41
929,41
930,41
931,41
932,41
933,41
934,41
935,41
936,41
937,41
938,41
939,41
940,41
941,41
942,41
945,41
946,41
947,41
948,42
949,42
950,42
951,42
952,42
953,42
954,42
955,42
956,42
957,42
958,42
959,42
960,42
961,42
962,42
963,42
964,42
965,42
966,42
967,42
968,42
969,42
970,42
971,42
972,42
973,42
974,42
975,42
976,42
977,42
978,42
979,42
980,42
981,42
982,42
983,42
984,42
985,42
986,42
987,42
988,42
989,42
990,42
991,42
992,42
993,42
994,42
995,42
996,42
997,42
998,42
999,42
1000,42
1001,42
1002,42
1003,42
1004,42
1005,42
1006,42
1007,42
1008,42
1009,42
1010,42
1011,42
1012,42
1013,42
1014,42
1015,42
1016,42
1017,42
1018,43
1019,43
1020,43
1021,43
1022,43
1023,43
1024,43
1025,43
1026,43
1027,43
1028,43
1029,43
1030,43
1031,43
1032,43
1033,43
1034,43
1035,43
1036,43
1037,43
1038,43
1039,43
1040,43
1041,43
1042,43
1043,43
1044,44
1045,44
1046,44
1047,44
1048,44
1049,44
1050,44
1051,44
1052,44
1053,44
1054,44
1055,44
1056,44
1057,44
1058,44
1059,44
1060,44
1061,44
1062,44
1063,44
1064,44
1065,44
1066,44
1067,44
1068,44
1069,44
1070,44
1071,44
1072,44
1073,44
1074,44
1075,44
1076,44
1077,44
1078,44
1079,44
1080,44
1081,44
1082,44
1083,44
1084,44
1085,44
1086,44
1087,44
1088,44
1089,44
1090,44
1091,44
1092,44
1093,44
1094,44
1095,44
1096,44
1097,44
1098,44
1099,44
1100,44
1101,44
1102,44
1103,44
1104,44
1105,44
1106,44
1107,44
1108,44
1109,44
1110,44
1111,44
1112,44
1113,44
1114,44
1115,44
1116,44
1117,44
1118,44
1119,44
1120,44
1121,44
1122,44
1123,44
1124,44
1125,44
1126,44
1127,44
1128,44
1129,44
1130,44
1131,44
1132,44
1133,44
1134,44
1135,44
1136,44
1137,44
1138,44
1139,44
1140,44
1141,44
1142,44
1143,44
1144,44
1145,44
1146,44
1147,44
1148,44
1149,44
1150,44
1151,44
1152,44
1153,44
1154,44
1155,44
1156,44
1157,44
1158,44
1159,44
1160,44
1161,44
1162,44
1163,44
1164,44
1165,44
1166,44
1167,45
1168,45
1169,45
1170,45
1171,45
1172,45
1173,45
1174,45
1175,45
1176,45
1177,45
1178,45
1179,45
1180,45
1181,45
1182,45
1183,45
1184,45
1185,45
1186,45
1187,45
1188,45
1189,45
1190,45
1191,45
1192,45
1193,45
1194,45
1195,45
1196,45
1197,45
1198,45
1199,45
1200,45
1201,45
1202,45
1203,45
1204,45
1205,45
1206,45
1207,45
1208,45
1209,46
1210,46
1211,46
1212,46
1213,46
1214,46
1215,46
1216,46
1217,46
1218,46
1219,46
1220,46
1221,46
1222,46
1223,46
1224,46
1225,46
1226,46
1227,46
1228,46
1229,46
1230,46
1231,46
1232,46
1233,46
1234,46
1235,46
1236,46
1237,46
1238,46
1239,46
1240,46
1241,46
1242,46
1243,46
1244,46
1245,46
1246,46
1247,46
1248,46
1249,46
1250,46
1251,46
1252,46
1253,46
1254,46
1255,22
1256,22
1257,22
1258,22
1259,22
1260,22
1261,22
1262,22
1263,22
1264,22
1265,22
1266,22
1267,22
1268,22
1269,22
1270,22
1271,22
1272,22
1273,22
1274,22
1275,22
1276,22
1277,22
1278,22
1279,22
1280,22
1281,22
1282,22
1283,22
1284,22
1285,22
1286,22
1287,22
1288,22
1289,22
1290,22
1291,22
1292,22
1293,22
1294,22
1295,22
1296,22
1297,22
1298,22
1299,22
1300,22
1301,22
1302,22
1303,22
1304,22
1305,22
1306,22
1307,47
1308,47
1309,47
1310,47
1311,47
1312,47
1313,47
1314,47
1315,47
1316,47
1317,47
1318,47
1319,47
1320,47
1321,47
1322,47
1323,47
1324,47
1325,47
1326,47
1327,47
1328,47
1329,47
1330,47
1331,47
1332,47
1333,47
1334,47
1335,47
1336,47
1337,47
1338,47
1339,47
1340,47
1341,47
1342,47
1343,47
1344,47
1345,47
1346,47
1347,47
1348,47
1349,47
1350,47
1351,47
1352,47
1353,47
1354,47
1355,47
1356,47
1357,47
1358,47
1359,47
1360,47
1361,47
1362,47
1363,47
1364,47
1365,47
1366,47
1367,47
1368,47
1369,47
1370,47
1371,47
1372,47
1373,47
1374,47
1375,47
1376,47
1377,47
1378,47
1379,47
1380,47
1381,47
1382,47
1383,47
1384,47
1385,47
1386,47
1387,47
1388,47
1389,47
1390,47
1391,47
1392,47
1393,47
1394,48
1395,48
1396,48
1397,48
1398,48
1399,48
1400,48
1401,48
1402,48
1403,48
1404,48
1405,48
1406,48
1407,48
1408,48
1409,48
1410,48
1411,48
1412,48
1413,48
1414,48
1415,48
1416,48
1417,48
1418,48
1419,48
1420,48
1421,48
1422,48
1423,48
1424,48
1425,48
1426,48
1427,48
1428,48
1429,48
1430,48
1431,48
1432,48
1433,48
1434,48
1435,48
1436,48
1437,48
1438,48
1439,48
1440,48
1441,48
1442,48
1443,48
1444,48
1445,48
1446,49
1447,49
1448,49
1449,49
1450,49
1451,49
1452,49
1453,49
1454,49
1455,49
1456,49
1457,49
1458,49
1459,49
1460,49
1461,49
1462,49
1463,49
1464,49
1465,49
1466,49
1467,49
1468,49
1469,49
1470,49
1471,49
1472,49
1473,49
1474,49
1475,49
1476,49
1477,49
1478,49
1479,49
1480,49
1481,49
1482,49
1483,49
1484,49
1485,49
1486,49
1487,49
1488,50
1489,50
1490,50
1491,50
1492,50
1493,50
1494,50
1495,50
1496,50
1497,50
1498,50
1499,50
1500,50
1501,50
1502,50
1503,50
1504,50
1505,50
1506,50
1507,50
1508,55
1509,55
1510,55
1511,55
1512,55
1513,55
1514,55
1515,55
1516,55
1517,55
1518,55
1519,55
1520,55
1521,55
1522,55
1523,55
1524,55
1525,55
1526,55
1527,55
1528,55
1529,55
1530,55
1531,55
1532,55
1533,55
1534,51
1535,51
1536,51
1537,51
1538,51
1539,51
1540,51
1541,51
1542,51
1543,51
1544,51
1545,51
1546,51
1547,51
1548,51
1549,51
1550,51
1551,51
1552,51
1553,51
1554,51
1555,51
1556,51
1557,51
1558,51
1559,51
1560,51
1561,51
1562,51
1563,51
1564,51
1565,51
1566,51
1567,51
1568,51
1569,51
1570,51
1571,51
1572,51
1573,51
1574,51
1575,51
1576,51
1577,51
1578,51
1579,51
1580,51
1581,51
1582,51
1583,51
1584,51
1585,51
1586,51
1587,51
1588,51
1589,51
1590,51
1591,51
1592,51
1593,51
1594,51
1595,51
1596,51
1597,51
1598,51
1599,51
1600,51
1601,51
1602,51
1603,51
1604,51
1605,51
1606,51
1607,51
1608,51
1609,51
1610,51
1611,51
1612,51
1613,51
1614,51
1615,51
1616,51
1617,51
1618,51
1619,51
1620,51
1621,51
1622,51
1623,192
1624,192
1625,192
1626,192
1627,192
1628,192
1629,192
1630,192
1631,192
1632,192
1633,192
1634,23
1635,23
1636,23
1637,23
1638,23
1639,23
1640,23
1641,23
1642,23
1643,23
1644,23
1645,23
1646,23
1647,23
1648,23
1649,23
1650,23
1651,23
1652,23
1653,23
1654,23
1655,23
1656,23
1657,23
1658,23
1659,23
1660,23
1661,23
1662,23
1663,23
1664,23
1665,23
1666,23
1667,23
1668,23
1669,23
1670,23
1671,23
1672,23
1673,23
1674,23
1675,23
1676,23
1677,23
1678,23
1679,23
1680,23
1681,23
1682,23
1683,23
1684,23
1685,23
1686,23
1687,23
1688,23
1689,23
1690,23
1691,23
1692,23
1693,23
1694,23
1695,23
1696,23
1697,23
1698,23
1699,23
1700,23
1701,23
1702,23
1703,23
1704,23
1705,23
1706,23
1707,23
1708,23
1709,23
1710,23
1711,23
1712,23
1713,23
1714,23
1715,23
1716,23
1717,23
1718,23
1719,23
1720,23
1721,23
1722,23
1723,23
1724,23
1725,23
1726,23
1727,23
1728,23
1729,23
1730,23
1731,23
1732,23
1733,23
1734,23
1735,23
1736,23
1737,23
1738,23
1739,23
1740,23
1741,23
1742,23
1743,23
1744,23
1745,24
1746,24
1747,24
1748,24
1749,24
1750,24
1751,24
1752,24
1753,25
1754,25
1755,25
1756,25
1757,25
1758,25
1759,25
1760,25
1761,25
1762,25
1763,25
1764,25
1765,25
1766,26
1767,26
1768,26
1769,26
1770,26
1771,26
1772,26
1773,26
1774,26
1775,26
1776,26
1777,26
1778,26
1779,26
1780,26
1781,27
1782,27
1783,27
1784,27
1785,27
1786,27
1787,27
1788,27
1789,27
1790,27
1791,27
1792,27
1793,27
1794,27
1795,27
1796,27
1797,27
1798,27
1799,27
1800,27
1801,27
1802,27
1803,27
1804,27
1805,27
1806,27
1807,27
1808,27
1809,27
1810,27
1811,27
1812,27
1813,27
1814,27
1815,27
1816,27
1817,27
1818,27
1819,27
1820,27
1821,27
1822,27
1823,27
1824,27
1825,27
1826,27
1827,27
1828,27
1829,27
1830,27
1831,27
1832,27
1833,27
1834,27
1835,27
1836,27
1837,28
1838,28
1839,28
1840,28
1841,28
1842,28
1843,28
1844,28
1845,28
1846,28
1847,28
1848,28
1849,28
1850,28
1851,28
1852,28
1853,28
1854,28
1855,28
1856,28
1857,28
1858,28
1859,28
1860,28
1861,28
1862,28
1863,28
1864,28
1865,28
1866,28
1867,28
1868,28
1869,28
1870,28
1871,28
1872,28
1873,28
1874,28
1875,28
1876,28
1877,28
1878,28
1879,28
1880,28
1881,28
1882,28
1883,28
1884,28
1885,28
1886,28
1887,28
1888,29
1889,29
1890,29
1891,29
1892,29
1893,29
1894,29
1895,29
1896,29
1897,29
1898,29
1899,29
1900,29
1901,29
1902,29
1903,29
1904,29
1905,29
1906,29
1907,29
1908,29
1909,29
1910,29
1911,29
1912,29
1913,29
1914,29
1915,29
1916,29
1917,29
1918,29
1919,29
1920,29
1921,29
1922,29
1923,29
1924,29
1925,29
1926,29
1927,29
1928,29
1929,29
1930,29
1931,29
1932,29
1933,29
1934,29
1935,29
1936,29
1937,29
1938,29
1939,29
1940,29
1941,29
1942,29
1943,29
1944,29
1945,29
1946,29
1947,29
1948,29
1949,29
1950,29
1951,29
1952,29
1953,29
1954,29
1955,29
1956,29
1957,29
1958,29
1959,29
1960,29
1961,29
1962,29
1963,29
1964,29
1965,29
1966,29
1967,29
1968,29
1969,29
1970,29
1971,29
1972,29
1973,29
1974,29
1975,29
1976,29
1977,29
1978,29
1979,29
1980,30
1981,30
1982,30
1983,30
1984,30
1985,30
1986,30
1987,30
1988,30
1989,30
1990,30
1991,30
1992,30
1993,30
1994,30
1995,30
1996,30
1997,30
1998,30
1999,30
2000,30
2001,30
2002,30
2003,30
2004,30
2005,30
2006,30
2007,30
2008,30
2009,30
2010,30
2011,30
2012,30
2013,30
2014,30
2015,30
2016,30
2017,30
2018,31
2019,31
2020,31
2021,31
2022,31
2023,31
2024,31
2025,31
2026,31
2027,31
2028,31
2029,31
2030,31
2031,31
2032,31
2033,31
2034,31
2035,31
2036,31
2037,31
2038,31
2039,31
2040,31
2041,31
2042,31
2043,31
2044,31
2045,31
2046,31
2047,31
2048,56
2049,56
2050,56
2051,56
2052,56
2053,56
2054,56
2055,57
2056,57
2057,57
2058,57
2059,57
2060,57
2061,57
2062,57
2063,58
2064,58
2065,58
2066,58
2067,58
2068,58
2069,58
2070,58
2071,58
2072,58
2073,58
2074,58
2075,58
2076,58
2077,58
2078,58
2079,58
2080,58
2081,58
2082,58
2083,58
2084,58
2085,58
2086,58
2087,58
2088,58
2089,58
2090,58
2091,58
2092,58
2093,58
2094,58
2095,58
2096,58
2097,58
2098,58
2099,58
2100,58
2101,58
2102,58
2103,58
2104,58
2105,58
2106,58
2107,58
2108,33
2109,33
2110,33
2111,33
2112,33
2113,33
2114,33
2115,33
2116,33
2117,33
2118,33
2119,33
2120,33
2121,33
2122,33
2123,33
2124,33
2125,33
2126,33
2127,33
2128,33
2129,33
2130,33
2131,33
2132,33
2133,33
2134,33
2135,33
2136,33
2137,33
2138,33
2139,33
2140,33
2141,33
2142,33
2143,33
2144,33
2145,33
2146,33
2147,33
2148,33
2149,33
2150,33
2151,33
2152,33
2153,33
2154,33
2155,33
2156,33
2157,33
2158,33
2159,33
2160,33
2161,33
2162,33
2163,33
2164,33
2165,33
2166,33
2167,33
2168,33
2169,33
2170,33
2171,37
2172,37
2173,37
2174,37
2175,37
2176,37
2177,37
2178,37
2179,37
2180,37
2181,37
2182,37
2183,37
2184,37
2185,37
2186,37
2187,37
2188,37
2189,37
2190,37
2191,37
2192,37
2193,37
2194,37
2195,37
2196,37
2197,37
2198,37
2199,37
2200,37
2201,37
2202,37
2203,37
2204,37
2205,37
2206,37
2207,37
2208,37
2209,37
2210,37
2211,59
2212,59
2213,59
2214,59
2215,59
2216,59
2217,59
2218,59
2219,59
2220,59
2221,59
2222,59
2223,59
2224,59
2225,59
2226,59
2227,59
2228,59
2229,59
2230,59
2231,59
2232,59
2233,59
2234,59
2235,59
2236,59
2237,59
2238,59
2239,59
2240,59
2241,59
2242,59
2243,59
2244,59
2245,59
2246,59
2247,59
2248,59
2249,59
2250,59
2251,59
2252,59
2253,59
2254,59
2255,59
2256,59
2257,59
2258,59
2259,59
2260,59
2261,59
2262,62
2263,62
2264,62
2265,62
2266,62
2267,62
2268,62
2269,62
2270,62
2271,62
2272,62
2273,62
2274,62
2275,62
2276,62
2277,62
2278,62
2279,62
2280,62
2281,62
2282,62
2283,62
2284,62
2285,62
2286,62
2287,62
2288,62
2289,62
2290,62
2291,62
2292,62
2293,62
2294,62
2295,63
2296,63
2297,63
2298,63
2299,63
2300,63
2301,63
2302,63
2303,63
2304,63
2305,63
2306,63
2307,63
2308,63
2309,63
2310,63
2311,63
2312,63
2313,63
2314,63
2315,63
2316,64
2317,64
2318,64
2319,64
2320,64
2321,64
2322,64
2323,64
2324,64
2325,64
2326,64
2327,64
2328,64
2329,64
2330,64
2331,64
2332,64
2333,64
2334,64
2335,64
2336,64
2337,64
2338,64
2339,64
2340,64
2341,64
2342,64
2343,64
2344,64
2345,64
2346,64
2347,64
2348,64
2349,64
2350,64
2351,64
2352,64
2353,64
2354,64
2355,64
2356,64
2357,65
2358,65
2359,65
2360,65
2361,65
2362,65
2363,65
2364,65
2365,65
2366,65
2367,65
2368,65
2369,65
2370,65
2371,65
2372,65
2373,65
2374,65
2375,65
2376,65
2377,65
2378,65
2379,65
2380,65
2381,65
2382,65
2383,65
2384,65
2385,65
2386,65
2387,65
2388,65
2389,65
2390,65
2391,65
2392,65
2393,65
2394,65
2395,66
2396,66
2397,66
2398,66
2399,66
2400,66
2401,66
2402,66
2403,66
2404,66
2405,66
2406,66
2407,66
2408,66
2409,66
2410,66
2411,66
2412,66
2413,66
2414,66
2415,66
2416,66
2417,66
2418,66
2419,66
2420,66
2421,66
2422,66
2423,66
2424,66
2425,66
2426,66
2427,66
2428,66
2429,66
2430,66
2431,66
2432,66
2433,66
2434,66
2435,66
2436,66
2437,66
2438,66
2439,66
2440,66
2441,66
2442,66
2443,66
2444,66
2445,66
2446,66
2447,66
2448,66
2449,66
2450,66
2451,9
2452,9
2453,9
2454,9
2455,9
2456,9
2457,9
2458,9
2459,9
2460,9
2461,9
2462,9
2463,9
2464,9
2465,9
2466,9
2467,9
2468,9
2469,9
2470,9
2471,9
2472,9
2473,9
2474,9
2475,67
2476,67
2477,67
2478,67
2479,67
2480,67
2481,67
2482,67
2483,67
2484,67
2485,67
2486,67
2487,67
2488,67
2489,67
2490,68
2491,68
2492,68
2493,68
2494,68
2495,68
2496,68
2497,68
2498,68
2499,68
2500,68
2501,68
2502,68
2503,68
2504,68
2505,68
2506,68
2507,68
2508,68
2509,68
2510,68
2511,68
2512,68
2513,68
2514,68
2515,68
2516,68
2517,68
2518,68
2519,68
2520,68
2521,68
2522,68
2523,68
2524,68
2525,68
2526,68
2527,68
2528,68
2529,68
2530,69
2531,69
2532,69
2533,69
2534,69
2535,69
2536,69
2537,69
2538,69
2539,69
2540,69
2541,69
2542,69
2543,69
2544,69
2545,69
2546,69
2547,69
2548,69
2549,69
2550,69
2551,69
2552,69
2553,69
2554,69
2555,69
2556,69
2557,69
2558,69
2559,69
2560,69
2561,69
2562,69
2563,69
2564,69
2565,69
2566,69
2567,69
2568,69
2569,69
2570,69
2571,69
2572,69
2573,69
2574,69
2575,69
2576,69
2577,69
2578,69
2579,69
2580,69
2581,69
2582,69
2583,69
2584,70
2585,70
2586,70
2587,70
2588,70
2589,70
2590,70
2591,70
2592,70
2593,70
2594,70
2595,70
2596,70
2597,70
2598,70
2599,70
2600,70
2601,70
2602,70
2603,70
2604,70
2605,70
2606,70
2607,70
2608,70
2609,70
2610,70
2611,70
2612,70
2613,70
2614,70
2615,70
2616,70
2617,70
2618,70
2619,70
2620,70
2621,70
2622,70
2623,70
2624,70
2625,70
2626,70
2627,70
2628,71
2629,71
2630,71
2631,71
2632,71
2633,71
2634,71
2635,71
2636,71
2637,71
2638,71
2639,71
2640,71
2641,71
2642,71
2643,71
2644,71
2645,71
2646,71
2647,71
2648,71
2649,71
2650,71
2651,71
2652,71
2653,71
2654,71
2655,71
2656,71
2657,71
2658,71
2659,71
2660,71
2661,71
2662,71
2663,71
2664,71
2665,71
2666,71
2667,71
2668,71
2669,71
2670,71
2671,71
2672,71
2673,72
2674,72
2675,72
2676,72
2677,72
2678,72
2679,72
2680,72
2681,72
2682,72
2683,72
2684,72
2685,72
2686,72
2687,72
2688,72
2689,72
2690,72
2691,72
2692,72
2693,72
2694,72
2695,72
2696,91
2697,91
2698,91
2699,91
2700,91
2701,91
2702,91
2703,91
2704,91
2705,91
2706,91
2707,91
2708,91
2709,91
2710,91
2711,91
2712,91
2713,91
2714,91
2715,91
2716,91
2717,91
2718,91
2719,91
2720,91
2721,91
2722,91
2723,91
2724,91
2725,91
2726,91
2727,91
2728,91
2729,91
2730,91
2731,91
2732,91
2733,91
2734,91
2735,91
2736,91
2737,91
2738,91
2739,91
2740,91
2741,91
2742,91
2743,91
2744,91
2745,91
2746,91
2747,91
2748,91
2749,91
2750,91
2751,91
2752,91
2753,91
2754,91
2755,91
2756,91
2757,91
2758,91
2759,91
2760,91
2761,91
2762,91
2763,91
2764,91
2765,91
2766,91
2767,91
2768,91
2769,91
2770,91
2771,91
2772,91
2773,91
2774,91
2775,91
2776,91
2777,91
2778,91
2779,91
2780,91
2781,91
2782,91
2783,91
2784,91
2785,91
2786,91
2787,91
2788,91
2789,91
2790,91
2791,91
2792,91
2793,91
2794,91
2795,91
2796,91
2797,91
2798,91
2799,91
2800,91
2801,91
2802,91
2803,91
2804,91
2805,91
2806,91
2807,91
2808,91
2809,91
2810,91
2811,91
2812,91
2813,91
2814,91
2815,91
2816,91
2817,91
2818,91
2819,91
2820,91
2821,91
2822,91
2823,91
2824,91
2825,91
2826,91
2827,91
2828,91
2829,91
2830,91
2831,91
2832,91
2833,91
2834,91
2835,91
2836,91
2837,91
2838,91
2839,91
2840,91
2841,91
2842,91
2843,91
2844,91
2845,91
2846,91
2847,91
2848,91
2849,91
2850,91
2851,91
2852,91
2853,91
2854,91
2855,91
2856,91
2857,91
2858,91
2859,91
2860,91
2861,91
2862,91
2863,91
2864,91
2865,91
2866,91
2867,91
2868,91
2869,91
2870,91
2871,91
2872,91
2873,91
2874,91
2875,91
2876,91
2877,91
2878,91
2879,91
2880,91
2881,91
2882,91
2883,91
2884,91
2885,91
2886,91
2887,91
2888,91
2889,91
2890,91
2891,91
2892,91
2893,91
2894,91
2895,91
2896,91
2897,91
2898,91
2899,91
2900,91
2901,91
2902,91
2903,91
2904,91
2905,73
2906,73
2907,73
2908,73
2909,73
2910,73
2911,73
2912,73
2913,73
2914,73
2915,73
2916,73
2917,73
2918,73
2919,73
2920,73
2921,73
2922,73
2923,73
2924,73
2925,73
2926,73
2927,73
2928,73
2929,73
2930,73
2931,73
2932,73
2933,73
2934,73
2935,73
2936,73
2937,73
2938,73
2939,73
2940,73
2941,73
2942,73
2943,73
2944,73
2945,73
2946,73
2947,73
2948,73
2949,73
2950,73
2951,73
2952,73
2953,73
2954,73
2955,73
2956,73
2957,73
2958,73
2959,73
2960,73
2961,73
2962,73
2963,73
2964,73
2965,73
2966,73
2967,73
2968,73
2969,73
2970,73
2971,73
2972,73
2973,73
2974,73
2975,73
2976,73
2977,73
2978,73
2979,73
2980,73
2981,74
2982,74
2983,74
2984,74
2985,74
2986,74
2987,74
2988,74
2989,74
2990,74
2991,74
2992,74
2993,74
2994,74
2995,74
2996,74
2997,74
2998,74
2999,74
